Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms
Bang Bang Racing,6/6/2012,Digital Reality,Digital Reality,Auto Racing,Rated E For Everyone,6.1,10,Xbox 360
Izuna: Legend of the Unemployed Ninja,20/2/2007,Ninja Studio,Atlus,Roguelike,Rated E +10 For Everyone +10,8.4,12,DS
Battle Realms: Winter of the Wolf,5/11/2002,Liquid Entertainment,Crave,Command RTS,Rated T For Teen,8.4,26,PC
Karaoke Revolution Party,8/11/2005,Harmonix Music Systems,Konami,Rhythm,Rated E +10 For Everyone +10,6.894852313,,PlayStation 2
Neverwinter Nights: Enhanced Edition,3/12/2019,Beamdog,Skybound Games,Western RPG,Rated M For Mature,3.6,20,PC
Eclipse: New Dawn for the Galaxy,30/4/2013,Big Daddy's Creations,Big Daddy's Creations,Board,Not Rated,6.5,13,iOS (iPhone/iPad)
Cleopatra: Queen of the Nile,11/7/2000,BreakAway Games,Sierra Entertainment,Management,Rated E For Everyone,7.1,14,PC
The Alliance Alive,27/3/2018,Cattle Call,Atlus,JRPG,Rated E +10 For Everyone +10,7.8,49,3DS
Quantum: Recharged,17/8/2023,SneakyBox,Atari,Arcade,Not Rated,6.894852313,,Xbox Series X
Winter Sports 2: The Next Challenge,18/11/2008,49Games,Conspiracy Entertainment,Skiing,Rated E For Everyone,6.894852313,,DS
Dark Rose Valkyrie,6/6/2017,Compile Heart,Idea Factory,JRPG,Rated T For Teen,5.9,25,PlayStation 4
Superbrothers: Sword & Sworcery EP,24/3/2011,Capy Games,Superbrothers,Adventure,Not Rated,7.2,59,iOS (iPhone/iPad)
ROCK BAND Reloaded,2/12/2010,Electronic Arts,Electronic Arts,Rhythm,Not Rated,6.894852313,,iOS (iPhone/iPad)
Watch Dogs: Bad Blood,30/9/2014,Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,7.5,98,Xbox One
The Sacred Rings,7/3/2007,Streko-Graphics Inc.,The Adventure Company,First-Person Adventure,Rated E +10 For Everyone +10,7.3,,PC
Street Racing Syndicate,31/8/2004,Eutechnyx,Namco,Auto Racing Sim,Rated T For Teen,5,18,PlayStation 2
Kirby & the Amazing Mirror,18/10/2004,Flagship,Nintendo,Metroidvania,Rated E For Everyone,8.6,93,Game Boy Advance
"Warhammer 40,000: Dawn of War - Winter Assault",21/9/2005,Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,8.4,147,PC
Diablo III: Reaper of Souls,25/3/2014,Blizzard Entertainment,Blizzard Entertainment,Action RPG,Rated M For Mature,6.6,1783,PC
The Keep,11/9/2014,Cinemax,Cinemax,Western RPG,Rated T For Teen,7.6,24,3DS
Phantasy Star Online Episode III: C.A.R.D. Revolution,2/3/2004,Sonic Team,Sega,Card Battle,Rated T For Teen,7.5,12,GameCube
BCT Commander,23/2/2002,ProSim,Shrapnel Games,Real-Time Strategy,Not Rated,6.894852313,,PC
Need for Speed: Most Wanted,30/10/2012,Criterion Games,Electronic Arts,Auto Racing Sim,Rated E +10 For Everyone +10,5.7,349,Xbox 360
Bubble Bobble Neo!,25/5/2009,Taito Corporation,Square Enix,2D Platformer,Rated E For Everyone,5.3,,Xbox 360
WWF Royal Rumble,1/8/2000,Yuke's,THQ,Wrestling,Rated T For Teen,6.9,8,Dreamcast
Wayward Souls,24/4/2014,Rocketcat Games,Rocketcat Games,Action Adventure,Not Rated,7.1,52,iOS (iPhone/iPad)
Mutant Storm Empire,31/10/2007,PomPom Games,PomPom Games,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,6.894852313,,Xbox 360
Painkiller: Hell & Damnation,31/10/2012,The Farm 51,Nordic Games Publishing,FPS,Rated M For Mature,6.5,196,Xbox 360
Motocross Madness (2013),10/4/2013,Bongfish,Microsoft Game Studios,Auto Racing,Rated E +10 For Everyone +10,7.8,74,Xbox 360
Sword of the Stars: The Pit,22/2/2013,Kerberos Productions,Kerberos Productions,Roguelike,Rated T For Teen,7.7,98,PC
The Shapeshifting Detective,6/11/2018,D'Avekki Studios Limited,Wales Interactive,Adventure,Rated T For Teen,6.2,5,PC
Touch Detective 2 1/2,9/10/2007,BeeWorks,Atlus,Adventure,Rated E For Everyone,6.894852313,,DS
Harvestella,4/11/2022,Live Wire,Square Enix,Action RPG,Rated T For Teen,4.4,158,Nintendo Switch
Phoenix Wright: Ace Attorney Trilogy,9/12/2014,NATSUME ATARI Inc.,Capcom,Compilation,Rated T For Teen,8.6,199,iOS (iPhone/iPad)
Zuma's Revenge!,15/9/2009,PopCap,PopCap,Action Puzzle,Rated E For Everyone,7.4,50,PC
The Sims 4: Growing Together,16/3/2023,Maxis,Electronic Arts,Virtual Life,Rated T For Teen,6.5,,PC
SimCity BuildIt,15/12/2014,Electronic Arts,Electronic Arts,Management,Not Rated,4.6,62,iOS (iPhone/iPad)
Fatal Frame II: Crimson Butterfly - Director's Cut,1/11/2004,Tecmo,Tecmo,Survival,Rated M For Mature,8.2,26,Xbox
Sid Meier's Civilization II,29/2/1996,MPS Labs,MicroProse,4X Strategy,Not Rated,8.6,474,PC
Metrico+,20/1/2017,Digital Dreams,Digital Dreams,Action Puzzle,Rated E For Everyone,6.894852313,,PlayStation 4
Kirby: Triple Deluxe,2/5/2014,HAL Labs,Nintendo,2D Platformer,Rated E For Everyone,8.5,357,3DS
Super Stickman Golf 2,14/3/2013,Noodlecake Studios,Noodlecake Studios,Golf,Not Rated,7.2,19,iOS (iPhone/iPad)
Mobile Suit Gundam Seed: Battle Assault,10/8/2004,Natsume,Bandai,2D Fighting,Rated T For Teen,6,8,Game Boy Advance
Fear Effect Sedna,6/3/2018,Sushee,Square Enix,RPG,Rated M For Mature,5.7,30,PC
Pitfall: The Lost Expedition (2004),18/2/2004,Torus Games,Activision,2D Platformer,Rated E For Everyone,6.894852313,,Game Boy Advance
God of War: Ragnarok - Valhalla,12/12/2023,SCE Santa Monica,PlayStation Studios,Action Adventure,Not Rated,8.8,364,PlayStation 5
NHL 2K3,10/11/2002,Treyarch,Sega,Hockey Sim,Rated E For Everyone,6.894852313,,GameCube
Project Wingman: Frontline 59,1/12/2020,Sector D2,Humble Games,Aircraft Combat Sim,Not Rated,7.8,79,PC
World of Warcraft: Shadowlands,23/11/2020,Blizzard Entertainment,Activision,MMORPG,Rated T For Teen,2.6,2614,PC
X-COM: Enforcer,18/4/2001,MicroProse,Infogrames,Third Person Shooter,Rated T For Teen,6.4,13,PC
Beyond: Two Souls,8/10/2013,Quantic Dream,SCEA,Third-Person Adventure,Rated M For Mature,8.1,2944,PlayStation 3
Gladiator Begins,13/9/2010,Goshow,Aksys Games,3D Fighting,Rated M For Mature,7.8,74,PSP
SteamWorld Dig,8/8/2013,Image & Form,Image & Form,Metroidvania,Rated E +10 For Everyone +10,8,152,3DS
WWE 2K15,18/11/2014,Yuke's,2K Sports,Wrestling,Rated T For Teen,5.2,188,PlayStation 4
Ridge Racer,22/3/2005,Namco,Namco,Auto Racing,Rated E For Everyone,8.1,34,PSP
Colin McRae Rally 2.0,13/2/2001,Codemasters,Codemasters,Auto Racing Sim,Rated E For Everyone,8.8,112,PlayStation
Returnal,30/4/2021,Housemarque,PlayStation Studios,Third Person Shooter,Rated T For Teen,7.3,4161,PlayStation 5
Anarchy Online,26/6/2001,Funcom,Fun Com,MMORPG,Rated T For Teen,7.2,34,PC
Hearthstone: Heroes of Warcraft - Goblins Vs. Gnomes,8/12/2014,Blizzard Entertainment,Blizzard Entertainment,Card Battle,Not Rated,5.9,123,PC
Sprinkle Islands,11/7/2013,,,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Taiko no Tatsujin: Drum 'n' Fun!,2/11/2018,Bandai Namco Games,Bandai Namco Games,Rhythm,Rated E For Everyone,8.1,53,Nintendo Switch
Catherine: Full Body,3/9/2019,Studio Zero,Atlus,Survival,Rated M For Mature,8.2,253,PlayStation 4
Magic Duels: Origins,29/7/2015,Stainless Games,Wizards of the Coast,Card Battle,Not Rated,6.1,63,iOS (iPhone/iPad)
Hyperdevotion Noire: Goddess Black Heart,24/2/2015,Sting,Idea Factory,Turn-Based Tactics,Rated T For Teen,7.1,41,PlayStation Vita
Professor Layton and the Unwound Future,12/9/2010,Level 5,Nintendo,Puzzle,Rated E +10 For Everyone +10,8.7,193,DS
Warhammer Age of Sigmar: Realms of Ruin,17/11/2023,Frontier Developments,Frontier Developments,Real-Time Strategy,Rated T For Teen,6.9,11,Xbox Series X
Serious Sam 4: Planet Badass,24/9/2020,Croteam,Devolver Digital,FPS,Not Rated,7.1,348,PC
Greak: Memories of Azur,17/8/2021,Navegante Entertainment,Sold Out,Metroidvania,Rated E +10 For Everyone +10,7.2,24,PC
RPG Maker 3,21/9/2005,Runtime,Agetec,JRPG,Rated E +10 For Everyone +10,6.894852313,,PlayStation 2
Tom Clancy's Rainbow Six 3: Black Arrow,4/8/2004,Ubisoft Montreal,Ubisoft,Tactical FPS,Rated M For Mature,6.894852313,,Xbox
Castlevania,25/10/2004,Konami,Nintendo,2D Platformer,Rated E For Everyone,8.4,30,Nintendo Switch
Guilty Gear Xrd -REVELATOR-,7/6/2016,Arc System Works,Aksys Games,2D Fighting,Rated T For Teen,8.1,147,PlayStation 4
Freestyle Motocross: McGrath Vs. Pastrana,2/11/2000,"Z-Axis, Ltd.",Acclaim,Arcade Racing,Rated E For Everyone,6.894852313,,PlayStation
The Walking Dead: Michonne - Episode 2: Give No Shelter,29/3/2016,Telltale Games,Telltale Games,Third-Person Adventure,Not Rated,6.3,73,PC
Mat Hoffman's Pro BMX,14/5/2001,Shaba Games,Activision,Biking,Rated E For Everyone,7.8,16,Dreamcast
Midtown Madness 3,17/6/2003,Digital Illusions,Microsoft Game Studios,Auto Racing,Rated E For Everyone,8.1,18,Xbox
Stranger (2007),26/3/2008,Fireglow,cdv Software,Real-Time Strategy,Rated T For Teen,6.894852313,,PC
Necrobarista: Final Pour,11/8/2021,Coconut Island Games,Playism,Visual Novel,Rated T For Teen,9,6,Nintendo Switch
Flying Hamster,6/1/2011,The Game Atelier,The Game Atelier,Horizontal Shoot-'Em-Up,Not Rated,6.894852313,,PSP
Uru: Ages Beyond Myst,11/11/2003,Cyan Worlds,Ubisoft,First-Person Adventure,Rated E For Everyone,7,21,PC
The Council - Episode 3: Ripples,24/7/2018,Big Bad Wolf,Focus Home Interactive,Adventure,Not Rated,7,12,PC
TERA,1/5/2012,Bluehole Studio,En Masse Entertainment,MMORPG,Rated M For Mature,6.8,801,PC
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,7/7/2009,Telltale Games,Telltale Games,Third-Person Adventure,Rated E +10 For Everyone +10,7,47,Wii
Red Faction: Armageddon,7/6/2011,Volition Inc.,THQ,Third Person Shooter,Rated M For Mature,7,95,Xbox 360
Disney/Pixar Cars,6/6/2006,Rainbow Studios,THQ,Auto Racing,Rated E For Everyone,8.5,53,PlayStation 2
Oceanhorn: Monster of Uncharted Seas,14/11/2013,FDG Entertainment,FDG Entertainment,Open-World Action,Not Rated,7.8,68,iOS (iPhone/iPad)
Between Me and The Night,22/1/2016,RainDance LX,Lace Games,Action Adventure,Not Rated,5.6,11,PC
City Life,2/6/2006,Monte Cristo,cdv Software,Management,Rated E For Everyone,6.9,14,PC
Monster Lab,4/11/2008,Backbone Entertainment,Eidos Interactive,RPG,Rated E +10 For Everyone +10,7.6,10,Wii
Yakuza 5 Remastered,11/2/2020,Ryu ga Gotoku Studios,Sega,Open-World Action,Rated M For Mature,8,130,PlayStation 4
Strike Vector EX,30/8/2016,Ragequit Corporation,Ragequit Corporation,FPS,Rated M For Mature,7,20,PlayStation 4
Iron Brigade,22/6/2011,Double Fine Productions,Microsoft Game Studios,Defense,Rated T For Teen,8.4,91,Xbox 360
ESPN Major League Baseball,6/4/2004,Blue Shift,Sega,Baseball Sim,Rated E For Everyone,6.894852313,,Xbox
Tales of Symphonia Chronicles,25/2/2014,Bandai Namco Games,Namco Bandai Games,Compilation,Rated T For Teen,8.3,188,PlayStation 3
Baldur's Gate and Baldur's Gate II: Enhanced Editions,15/10/2019,Beamdog,Skybound Games,Compilation,Rated T For Teen,6.7,35,Nintendo Switch
Divinity: Original Sin Enhanced Edition,27/10/2015,Larian Studios Games,Focus Home Interactive,Western RPG,Rated M For Mature,8,634,Xbox One
Railworks 3: Train Simulator 2012,23/9/2011,RailSimulator.com,RailSimulator.com,Train Sim,Rated E For Everyone,6.8,51,PC
Kung-Fu Live,7/12/2010,Virtual Air Guitar Company,Virtual Air Guitar Company,3D Fighting,Rated T For Teen,6.5,11,PlayStation 3
Puyo Puyo Tsuu,20/2/2020,M2,Sega,Matching Puzzle,Rated E For Everyone,7.8,,Nintendo Switch
Hasbro Family Game Night: Sorry! Sliders,18/3/2009,Electronic Arts,Electronic Arts,Board,Rated E For Everyone,6.894852313,,Xbox 360
Save me Mr Tako: Definitive Edition,5/5/2021,Christophe Galati,Limited Run Games,2D Platformer,Rated E For Everyone,5.5,6,PC
SingStar Queen,4/8/2009,SCEE,SCEA,Rhythm,Rated T For Teen,4.3,,PlayStation 3
Blair Witch Volume I: Rustin Parr,4/10/2000,Terminal Reality,Gathering,Survival,Rated M For Mature,7.1,20,PC
Disney Magical World 2,14/10/2016,h.a.n.d. Inc.,Nintendo,Virtual Life,Rated E For Everyone,5.5,8,3DS
Lara Croft and the Temple of Osiris,9/12/2014,Nixxes Software,Square Enix,Linear Action Adventure,Rated T For Teen,6.6,182,Xbox One
I Was a Teenage Exocolonist,25/8/2022,Northway Games,Finji,Card Battle,Not Rated,7.9,37,PC
Skate 3,11/5/2010,EA Black Box,Electronic Arts,Skating,Rated T For Teen,8.5,204,Xbox 360
Detroit: Become Human,25/5/2018,Quantic Dream,Sony Interactive Entertainment,Third-Person Adventure,Rated M For Mature,8.8,6774,PlayStation 4
Digimon World DS,7/11/2006,Bec,Namco Bandai Games,Trainer RPG,Rated E +10 For Everyone +10,7.6,50,DS
Darkness Within: In Pursuit of Loath Nolder,6/11/2007,Zoetrope Interactive,Lighthouse Interactive,Adventure,Rated T For Teen,7.1,21,PC
Disney's The Emperor's New Groove,13/11/2000,Argonaut Games,SCEA,3D Platformer,Rated E For Everyone,7.6,8,PlayStation
NFL Blitz 2001,14/9/2000,Avalanche Software,Midway,Football,Rated E For Everyone,7.5,,PlayStation
StarBlox Inc.,18/10/2019,IlluminationGames,IlluminationGames,Stacking Puzzle,Rated E +10 For Everyone +10,6.8,6,Nintendo Switch
Unison: Rebels of Rhythm & Dance,22/3/2001,Tecmo,Tecmo,Dancing,Rated E For Everyone,6.894852313,,PlayStation 2
Heroes of Might and Magic: Quest for the Dragon Bone Staff,17/4/2001,New World Computing,3DO,Turn-Based Strategy,Rated E For Everyone,6,9,PlayStation 2
Incredible Crisis,6/11/2000,Polygon Magic,Titus Software,Action,Rated T For Teen,7.6,16,PlayStation
"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",30/7/2009,Telltale Games,Telltale Games,Compilation,Rated E For Everyone,7.4,8,PC
Hitman: Contracts,20/4/2004,Io Interactive,Eidos Interactive,Third Person Shooter,Rated M For Mature,8.4,25,PC
Anarchy Reigns,8/1/2013,PlatinumGames,Sega,3D Beat-'Em-Up,Rated M For Mature,8,120,PlayStation 3
WinBack 2: Project Poseidon,25/4/2006,Cavia Inc.,Koei,Third Person Shooter,Rated T For Teen,6.894852313,,PlayStation 2
Infini,3/7/2020,Barnaque,Nakana.io,Adventure,Rated T For Teen,8.6,12,Nintendo Switch
Coded Arms,6/7/2005,Konami,Konami,FPS,Rated T For Teen,6.6,17,PSP
Hard West 2,4/8/2022,Ice Code Games,Good Shepherd Entertainment,Turn-Based Tactics,Not Rated,7.4,35,PC
Heave Ho,29/8/2019,Le Cartel Studio,Devolver Digital,Party,Rated E +10 For Everyone +10,8.2,20,PC
MicroBot,29/12/2010,Naked Sky Entertainment,Electronic Arts,Top-Down Shoot-'Em-Up,Rated E For Everyone,7,10,PlayStation 3
Splatterhouse,23/11/2010,Namco Bandai Games,Namco Bandai Games,3D Beat-'Em-Up,Rated M For Mature,7.7,83,PlayStation 3
Forget-Me-Not,22/3/2011,Nyarlu Labs,Nyarlu Labs,Action,Not Rated,6.2,6,iOS (iPhone/iPad)
Toast Time,6/2/2014,Force Of Habit,Force Of Habit,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
"You, Me, and the Cubes",21/9/2009,fyto,Nintendo,Action Puzzle,Rated E For Everyone,6.894852313,,Wii
Planescape: Torment - Enhanced Edition,11/4/2017,Beamdog,Beamdog,Western RPG,Rated T For Teen,7.5,143,PC
L.A. Noire: The VR Case Files,14/11/2017,Rockstar Games,Rockstar Games,First-Person Adventure,Rated M For Mature,6,29,PC
Pokken Tournament DX,22/9/2017,Bandai Namco Games,Nintendo,3D Fighting,Rated E +10 For Everyone +10,7.3,298,Nintendo Switch
Root Beer Tapper,7/2/2007,Digital Eclipse,Midway,Arcade,Rated E For Everyone,6.3,,Xbox 360
Front Mission 2 Remake,5/10/2023,Forever Entertainment,Forever Entertainment,Turn-Based Tactics,Rated T For Teen,6.7,15,Nintendo Switch
Duck Game,1/5/2019,Landon Podbielski,Adult Swim,2D Platformer,Rated E +10 For Everyone +10,8.1,38,PC
Football Manager 2021,24/11/2020,Sports Interactive,Sega,Soccer Management,Rated E For Everyone,6.4,98,PC
NBA Street,18/6/2001,NuFX,EA Sports Big,Basketball,Rated E For Everyone,7.9,36,PlayStation 2
Drakengard 2,14/2/2006,Cavia Inc.,Ubisoft,Action RPG,Rated M For Mature,6.6,58,PlayStation 2
Mafia II,24/8/2010,2K Czech,2K Games,Open-World Action,Rated M For Mature,8.1,831,PC
Vigor,19/8/2019,Bohemia Interactive,Bohemia Interactive,Survival,Rated T For Teen,7,73,Xbox One
Jurassic Park: Operation Genesis,26/3/2003,Blue Tongue Entertainment,Universal Interactive,Tycoon,Rated T For Teen,8.2,20,PC
Bulletstorm,22/2/2011,People Can Fly,Electronic Arts,FPS,Rated M For Mature,7.7,492,Xbox 360
Jumper: Griffin's Story,12/2/2008,Red Tribe,Brash Entertainment,3D Fighting,Rated T For Teen,2.5,13,PlayStation 2
The Making of Karateka,29/8/2023,Digital Eclipse,Digital Eclipse,Miscellaneous,Not Rated,7,8,PC
APB,29/6/2010,Realtime Worlds,Electronic Arts,MMORPG,Rated M For Mature,4.3,81,PC
Dead or Alive 4,29/12/2005,Team Ninja,Tecmo,3D Fighting,Rated M For Mature,8,119,Xbox 360
Hunt: Showdown,18/2/2020,Crytek,Deep Silver,Tactical FPS,Rated M For Mature,7,214,PC
Whispers of a Machine,17/4/2019,Clifftop Games,Raw Fury,Point-and-Click,Not Rated,7.6,57,PC
The Coma 2: Vicious Sisters,4/9/2020,Devespresso Games,Headup Games,Survival,Rated T For Teen,8.8,,PlayStation 4
Tom Clancy's Rainbow Six 3: Raven Shield,19/3/2003,Ubisoft Montreal,Ubisoft,Tactical FPS,Rated M For Mature,8.1,70,PC
Delta Force: Land Warrior,7/11/2000,NovaLogic,NovaLogic,Tactical FPS,Rated T For Teen,7.1,50,PC
Razor: Salvation,29/5/2012,Crescent Moon Games,Crescent Moon Games,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Blood & Truth,28/5/2019,SCEE London Studio,Sony Interactive Entertainment,Light Gun,Rated M For Mature,8,263,PlayStation 4
Company of Heroes: Opposing Fronts,24/9/2007,Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,8.3,164,PC
Splatterhouse (1989),18/11/2010,Namco Networks America,Namco Networks America,2D Beat-'Em-Up,Not Rated,6.894852313,,iOS (iPhone/iPad)
Hyper Breaker Turbo,23/5/2013,,,Miscellaneous,Not Rated,6.894852313,,iOS (iPhone/iPad)
Zombie Apocalypse: Never Die Alone,26/10/2011,Backbone Entertainment,Konami,Top-Down Shoot-'Em-Up,Rated M For Mature,5.3,8,PlayStation 3
Another Case Solved,20/2/2014,,,Matching Puzzle,Not Rated,6.894852313,,iOS (iPhone/iPad)
Grand Theft Auto: San Andreas,26/10/2004,Rockstar North,Rockstar Games,Open-World Action,Rated M For Mature,9.2,3467,PlayStation 2
Just Dance 2022,4/11/2021,Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,5.4,19,PlayStation 4
Orwell,27/10/2016,Osmotic Studios,Fellow Traveller,Point-and-Click,Rated M For Mature,7.3,149,PC
Lemmings (2006),23/5/2006,Team17,SCEA,Action Puzzle,Rated E For Everyone,7.5,13,PSP
Shaman King: Power of Spirit,9/11/2004,WinkySoft,Konami,Action Adventure,Rated T For Teen,5.9,7,PlayStation 2
Death's Door,20/7/2021,Acid Nerve,Devolver Digital,Action Adventure,Not Rated,8.1,309,Xbox Series X
imprint-X,26/1/2017,Morgondag,Morgondag,Action Puzzle,Not Rated,6.894852313,,PC
Life is Strange 2: Episode 5 - Wolves,3/12/2019,DONTNOD Entertainment,Square Enix,Third-Person Adventure,Rated M For Mature,6.3,56,PC
Major Mayhem,21/10/2011,Rocket Jump,Adult Swim,Light Gun,Not Rated,8.5,,iOS (iPhone/iPad)
City Crisis,17/7/2001,Syscom,Take-Two Interactive,Aircraft Sim,Rated E For Everyone,6.894852313,,PlayStation 2
Giana Sisters: Twisted Dreams - Owltimate Edition,25/9/2018,Black Forest Games,THQ Nordic,2D Platformer,Rated E For Everyone,7.6,16,Nintendo Switch
Paradise Killer,4/9/2020,Kaizen Game Works,Fellow Traveller,Visual Novel,Not Rated,7.7,35,PC
Bushido Blade,30/9/1997,Light Weight,SCEA,3D Fighting,Rated T For Teen,7.9,35,PlayStation
Need for Speed: Hot Pursuit Remastered,6/11/2020,Criterion Games,Electronic Arts,Auto Racing,Rated E +10 For Everyone +10,5.5,156,PC
Underground (2015),2/4/2015,Grendel Games,Grendel Games,Action,Rated E +10 For Everyone +10,7.6,8,Wii U
Pokemon Sword / Shield Dual Pack,15/11/2019,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,4.4,408,Nintendo Switch
Pokemon Masters EX,29/8/2019,"DeNA Co., Ltd.","DeNA Co., Ltd.",Trainer RPG,Not Rated,5.8,53,iOS (iPhone/iPad)
The Legend of Zelda: Link's Awakening,20/9/2019,GREZZO,Nintendo,Open-World Action,Rated E For Everyone,8.4,1813,Nintendo Switch
Cathedral (2019),18/2/2021,Decemberborn Interactive,Decemberborn Interactive,Metroidvania,Rated E +10 For Everyone +10,6.9,10,Nintendo Switch
Senran Kagura: Bon Appetit!,11/11/2014,Meteorise,XSEED Games,Rhythm,Rated M For Mature,7.2,43,PlayStation Vita
Star Wars: Jedi Power Battles,4/12/2001,HotGen,THQ,2D Beat-'Em-Up,Rated T For Teen,4.8,,Game Boy Advance
Lumines: Electronic Symphony,15/2/2012,Q Entertainment,Ubisoft,Matching Puzzle,Rated E For Everyone,7.9,91,PlayStation Vita
Wolfenstein II: The New Colossus,27/10/2017,MachineGames,Bethesda Softworks,FPS,Rated M For Mature,7.5,1705,PC
Age of Wonders II: The Wizard's Throne,12/6/2002,Triumph Studios,Gathering,Turn-Based Strategy,Rated T For Teen,8.6,98,PC
Persona 5,4/4/2017,Atlus,Atlus,JRPG,Rated M For Mature,8.7,5674,PlayStation 4
Combat Mission 3: Afrika Korps,3/12/2003,Big Time Software,Battlefront.com,Real-Time Strategy,Rated T For Teen,7.9,16,PC
One Piece: Unlimited World Red,8/7/2014,Ganbarion,Bandai Namco Games,Action Adventure,Rated T For Teen,6.9,54,3DS
Tekken 6,27/10/2009,Namco Bandai Games,Namco Bandai Games,3D Fighting,Rated T For Teen,7.5,240,Xbox 360
City of Villains,31/10/2005,Paragon Studios,NCSOFT,MMORPG,Rated T For Teen,7.1,11,PC
Gravity Crash Ultra,12/8/2014,Just Add Water,Just Add Water,Top-Down Shoot-'Em-Up,Rated E For Everyone,7.1,11,PlayStation Vita
Super Runabout: San Francisco Edition,24/10/2000,Climax Entertainment,Interplay,Auto Racing,Rated T For Teen,7.3,6,Dreamcast
Guardian Heroes,12/10/2011,Treasure,Sega,Action RPG,Rated T For Teen,8.3,32,Xbox 360
